"YearGroup","County","Emissions","Rank"
"2014","53053070309","4.5","4"
"2014","53053070310","4.5","4"
"2014","53053070311","3.62","3"
"2014","53053070312","5.52","5"
"2014","53053070313","6.89","6"
"2014","53053070314","6.89","6"
"2014","53053070315","6.89","6"
"2014","53053070316","6.89","6"
"2014","53053070401","7.16","6"
"2014","53053070403","4.24","4"
"2014","53053070404","4.77","4"
"2014","53053070703","13.82","8"
"2014","53053071100","10.58","7"
"2014","53053071205","11.04","7"
"2014","53053071206","11.04","7"
"2014","53053071207","11.04","7"
"2014","53053071208","11.04","7"
"2014","53053071209","7.16","6"
"2014","53053071210","11.21","7"
"2014","53053071304","11.04","7"
"2014","53053071305","10.58","7"
"2014","53053071306","6.72","5"
"2014","53053071307","11.04","7"
"2014","53053071309","11.47","7"
"2014","53053071310","8.01","6"
"2014","53053071403","6.72","5"
"2014","53053071406","6.72","5"
"2014","53053071407","6.78","6"
"2014","53053071408","6.72","5"
"2014","53053071409","6.72","5"
"2014","53053071410","6.72","5"
"2014","53053071411","6.72","5"
"2014","53053071503","18.73","9"
"2014","53053071504","18.73","9"
"2014","53053071505","5.9","5"
"2014","53053071506","6.72","5"
"2014","53053071601","10.58","7"
"2014","53053071602","10.58","7"
"2014","53053071703","18.73","9"
"2014","53053071704","18.73","9"
"2014","53053071705","18.73","9"
"2014","53053071706","18.73","9"
"2014","53053071707","18.73","9"
"2014","53053071803","18.73","9"
"2014","53053071805","18.73","9"
"2014","53053071806","18.73","9"
"2014","53053071807","18.73","9"
"2014","53053071808","18.73","9"
"2014","53053071901","18.73","9"
"2014","53053071902","9.32","6"
"2014","53053072000","9.32","6"
"2014","53053072105","9.9","7"
"2014","53053072106","9.9","7"
"2014","53053072107","6.61","5"
"2014","53053072108","9.32","6"
"2014","53053072109","3.79","3"
"2014","53053072111","3.79","3"
"2014","53053072112","3.79","3"
"2014","53053072305","14.01","8"
"2014","53053072307","10.91","7"
"2014","53053072308","9.9","7"
"2014","53053072309","10.91","7"
"2014","53053072310","10.91","7"
"2014","53053072311","10.91","7"
"2014","53053072312","12.9","8"
"2014","53053072313","12.9","8"
"2014","53053072405","1.57","2"
"2014","53053072406","5.42","5"
"2014","53053072407","5.75","5"
"2014","53053072408","10.91","7"
"2014","53053072409","5.42","5"
"2014","53053072410","10.91","7"
"2014","53053072503","3.5","3"
"2014","53053072504","5.42","5"
"2014","53053072505","3.5","3"
"2014","53053072506","5.42","5"
"2014","53053072507","5.42","5"
"2014","53053072601","1.01","1"
"2014","53053072602","1.01","1"
"2014","53053072603","1.99","2"
"2014","53053072800","7.09","6"
"2014","53053072901","18.73","9"
"2014","53053072903","9.32","6"
"2014","53053072905","8.05","6"
"2014","53053072906","8.05","6"
"2014","53053072907","9.32","6"
"2014","53053073001","2.42","3"
"2014","53053073005","1.83","2"
"2014","53053073006","2.42","3"
"2014","53053073108","11.47","7"
"2014","53053073110","4.77","4"
"2014","53053073111","8.01","6"
"2014","53053073113","11.47","7"
"2014","53053073114","3.3","3"
"2014","53053073115","6.78","6"
"2014","53053073116","6.78","6"
"2014","53053073117","1.83","2"
"2014","53053073118","6.78","6"
"2014","53053073119","1.3","2"
"2014","53053073120","11.47","7"
"2014","53053073121","11.47","7"
"2014","53053073122","11.47","7"
"2014","53053073123","11.47","7"
"2014","53053073124","11.47","7"
"2014","53053073125","11.47","7"
"2014","53053073126","11.47","7"
"2014","53053073200","0.68","1"
"2014","53053073301","11.21","7"
"2014","53053073302","11.21","7"
"2014","53053073404","11.21","7"
"2014","53053073405","11.21","7"
"2014","53053073406","11.21","7"
"2014","53053073407","11.21","7"
"2014","53053073408","9.02","6"
"2014","53053073500","11.21","7"
"2014","53053940001","10.6","7"
"2014","53053940002","27.71","10"
"2014","53053940003","25.19","10"
"2014","53053940004","25.19","10"
"2014","53053940005","25.19","10"
"2014","53053940006","27.71","10"
"2014","53053940007","27.71","10"
"2014","53053940008","12.83","8"
"2014","53053940009","9.19","6"
"2014","53053940010","11.21","7"
"2014","53053940011","12.83","8"
"2014","53055960100","0.3","1"
"2014","53055960300","0.61","1"
"2014","53055960400","0.61","1"
"2014","53055960500","0.61","1"
"2014","53055990100","0.26","1"
"2014","53057940200","1.2","2"
"2014","53057940300","89.68","10"
"2014","53057940400","28.28","10"
"2014","53057940500","28.28","10"
"2014","53057940600","89.68","10"
"2014","53057940700","28.28","10"
"2014","53057940800","89.68","10"
"2014","53057950100","89.68","10"
"2014","53057950800","3.3","3"
"2014","53057950900","2.95","3"
"2014","53057951000","0.88","1"
"2014","53057951100","0.43","1"
"2014","53057951200","3.17","3"
"2014","53057951300","3.17","3"
"2014","53057951400","2.95","3"
"2014","53057951500","2.95","3"
"2014","53057951600","5.86","5"
"2014","53057951700","6.68","5"
"2014","53057951800","6.68","5"
"2014","53057951900","6.68","5"
"2014","53057952100","6.68","5"
"2014","53057952200","6.68","5"
"2014","53057952301","3.17","3"
"2014","53057952302","6.68","5"
"2014","53057952401","6.68","5"
"2014","53057952402","6.68","5"
"2014","53057952500","6.68","5"
"2014","53057952600","6.68","5"
"2014","53057952700","5.46","5"
"2014","53057990100","89.68","10"
"2014","53059950100","0.09","1"
"2014","53059950200","1.74","2"
"2014","53059950300","1.71","2"
"2014","53059950400","1.64","2"
"2014","53059950500","1.57","2"
"2014","53061040100","68.18","10"
"2014","53061040200","68.18","10"
"2014","53061040300","68.18","10"
"2014","53061040400","68.18","10"
"2014","53061040500","9.01","6"
"2014","53061040700","68.18","10"
"2014","53061040800","68.18","10"
"2014","53061040900","68.18","10"
"2014","53061041000","68.18","10"
"2014","53061041100","16.89","9"
"2014","53061041201","16.89","9"
"2014","53061041202","16.89","9"
"2014","53061041301","8.31","6"
"2014","53061041303","16.89","9"
"2014","53061041304","15.13","9"
"2014","53061041400","16.89","9"
"2014","53061041500","16.89","9"
"2014","53061041601","15.13","9"
"2014","53061041605","15.13","9"
"2014","53061041606","13.93","8"
"2014","53061041607","5.71","5"
"2014","53061041608","5.71","5"
"2014","53061041701","15.13","9"
"2014","53061041703","19.37","9"
"2014","53061041704","13.93","8"
"2014","53061041805","15.13","9"
"2014","53061041806","15.13","9"
"2014","53061041808","15.13","9"
"2014","53061041809","15.13","9"
"2014","53061041810","13.93","8"
"2014","53061041811","13.93","8"
"2014","53061041812","12.76","8"
"2014","53061041901","12.76","8"
"2014","53061041903","15.13","9"
"2014","53061041904","15.13","9"
"2014","53061041905","15.13","9"
"2014","53061042001","8.31","6"
"2014","53061042003","12.76","8"
"2014","53061042004","12.76","8"
"2014","53061042005","12.76","8"
"2014","53061042006","12.76","8"
"2014","53061050101","19.37","9"
"2014","53061050102","19.37","9"
"2014","53061050200","4.8","4"
"2014","53061050300","4.8","4"
"2014","53061050401","13.23","8"
"2014","53061050402","13.23","8"
"2014","53061050500","3.98","3"
"2014","53061050600","4.12","3"
"2014","53061050700","14.85","8"
"2014","53061050800","14.85","8"
"2014","53061050900","14.85","8"
"2014","53061051000","14.85","8"
"2014","53061051100","14.85","8"
"2014","53061051200","13.23","8"
"2014","53061051300","11.42","7"
"2014","53061051400","19.37","9"
"2014","53061051500","13.23","8"
"2014","53061051601","19.37","9"
"2014","53061051602","19.37","9"
"2014","53061051701","19.37","9"
"2014","53061051702","19.37","9"
"2014","53061051802","19.37","9"
"2014","53061051803","19.37","9"
"2014","53061051804","19.37","9"
"2014","53061051905","19.37","9"
"2014","53061051912","12.16","8"
"2014","53061051913","11.42","7"
"2014","53061051914","11.42","7"
"2014","53061051915","19.37","9"
"2014","53061051916","13.15","8"
"2014","53061051917","13.15","8"
"2014","53061051918","13.15","8"
"2014","53061051921","13.15","8"
"2014","53061051922","19.37","9"
"2014","53061051923","7.79","6"
"2014","53061051924","13.15","8"
"2014","53061051925","13.15","8"
"2014","53061051926","12.16","8"
"2014","53061051927","19.37","9"
"2014","53061051928","19.37","9"
"2014","53061052003","5.71","5"
"2014","53061052004","13.93","8"
"2014","53061052005","13.93","8"
"2014","53061052006","7.79","6"
"2014","53061052007","7.79","6"
"2014","53061052104","10.57","7"
"2014","53061052105","5.71","5"
"2014","53061052107","4.2","4"
"2014","53061052108","4.2","4"
"2014","53061052112","3.63","3"
"2014","53061052113","2.2","2"
"2014","53061052114","5.71","5"
"2014","53061052115","5.71","5"
"2014","53061052118","5.71","5"
"2014","53061052203","5.06","4"
"2014","53061052204","5.06","4"
"2014","53061052206","1.03","1"
"2014","53061052207","2.23","2"
"2014","53061052208","5.06","4"
"2014","53061052209","5.06","4"
"2014","53061052301","2.07","2"
"2014","53061052302","4.04","3"
"2014","53061052401","4.06","3"
"2014","53061052402","4.04","3"
"2014","53061052502","4.06","3"
"2014","53061052503","5.18","4"
"2014","53061052504","5.18","4"
"2014","53061052603","5.18","4"
"2014","53061052604","5.18","4"
"2014","53061052605","2.11","2"
"2014","53061052606","2.11","2"
"2014","53061052607","5.18","4"
"2014","53061052701","2.1","2"
"2014","53061052705","3.89","3"
"2014","53061052706","5.18","4"
"2014","53061052707","5.18","4"
"2014","53061052708","3.33","3"
"2014","53061052709","3.33","3"
"2014","53061052803","6.36","5"
"2014","53061052804","6.36","5"
"2014","53061052805","10.57","7"
"2014","53061052806","10.57","7"
"2014","53061052903","10.57","7"
"2014","53061052904","10.57","7"
"2014","53061052905","10.57","7"
"2014","53061052906","10.57","7"
"2014","53061053101","5.59","5"
"2014","53061053102","5.59","5"
"2014","53061053201","2.2","2"
"2014","53061053202","0.86","1"
"2014","53061053301","2.2","2"
"2014","53061053302","3.02","3"
"2014","53061053400","3.42","3"
"2014","53061053504","2.72","3"
"2014","53061053505","2.72","3"
"2014","53061053506","1.19","1"
"2014","53061053507","2.72","3"
"2014","53061053508","3.42","3"
"2014","53061053509","5.59","5"
"2014","53061053602","0.62","1"
"2014","53061053603","2.11","2"
"2014","53061053604","1.41","2"
"2014","53061053700","0.41","1"
"2014","53061053801","5.06","4"
"2014","53061053802","1.44","2"
"2014","53061053803","1.29","2"
"2014","53061940001","10.57","7"
"2014","53061940002","1.06","1"
"2014","53061990002","68.18","10"
"2014","53061990100","1.4","2"
"2014","53063000200","8.82","6"
"2014","53063000300","8.82","6"
"2014","53063000400","8.82","6"
"2014","53063000500","8.82","6"
"2014","53063000600","8.82","6"
"2014","53063000700","3.61","3"
"2014","53063000800","3.61","3"
"2014","53063000900","3.69","3"
"2014","53063001000","3.69","3"
"2014","53063001100","3.69","3"
"2014","53063001200","11.83","8"
"2014","53063001300","11.83","8"
"2014","53063001400","11.83","8"
"2014","53063001500","11.83","8"
"2014","53063001600","11.83","8"
"2014","53063001800","11.83","8"
"2014","53063001900","11.83","8"
"2014","53063002000","11.83","8"
"2014","53063002100","3.69","3"
"2014","53063002300","6.14","5"
"2014","53063002400","17.75","9"
"2014","53063002500","17.75","9"
"2014","53063002600","11.83","8"
"2014","53063002900","11.2","7"
"2014","53063003000","17.75","9"
"2014","53063003100","17.75","9"
"2014","53063003200","17.75","9"
"2014","53063003500","17.75","9"
"2014","53063003600","17.75","9"
"2014","53063003800","6.14","5"
"2014","53063003900","17.75","9"
"2014","53063004000","17.75","9"
"2014","53063004100","17.75","9"
"2014","53063004200","17.75","9"
"2014","53063004300","17.75","9"
"2014","53063004400","17.75","9"
"2014","53063004500","17.75","9"
"2014","53063004601","17.75","9"
"2014","53063004602","11.2","7"
"2014","53063004700","17.75","9"
"2014","53063004800","3.86","3"
"2014","53063004900","4.05","3"
"2014","53063005000","4.05","3"
"2014","53063010100","2.88","3"
"2014","53063010201","0.89","1"
"2014","53063010202","2.03","2"
"2014","53063010301","0.81","1"
"2014","53063010303","1.05","1"
"2014","53063010304","0.88","1"
"2014","53063010305","1.72","2"
"2014","53063010401","2.43","3"
"2014","53063010402","1.55","2"
"2014","53063010501","5.03","4"
"2014","53063010503","5.03","4"
"2014","53063010504","2.01","2"
"2014","53063010601","3.69","3"
"2014","53063010602","3.61","3"
"2014","53063010700","8.82","6"
"2014","53063010800","5.03","4"
"2014","53063010900","8.82","6"
"2014","53063011000","8.82","6"
"2014","53063011101","8.82","6"
"2014","53063011102","8.82","6"
"2014","53063011201","8.82","6"
"2014","53063011202","5.03","4"
"2014","53063011300","11.03","7"
"2014","53063011400","11.03","7"
"2014","53063011500","9.53","7"
"2014","53063011600","11.03","7"
"2014","53063011701","11.03","7"
"2014","53063011702","11.03","7"
"2014","53063011800","11.03","7"
"2014","53063011900","11.03","7"
"2014","53063012000","11.03","7"
"2014","53063012100","9.53","7"
"2014","53063012200","11.2","7"
"2014","53063012300","11.2","7"
"2014","53063012401","5.42","5"
"2014","53063012402","4.89","4"
"2014","53063012500","5.42","5"
"2014","53063012600","11.03","7"
"2014","53063012701","11.03","7"
"2014","53063012702","4.89","4"
"2014","53063012801","4.89","4"
"2014","53063012802","5.42","5"
"2014","53063012901","11.03","7"
"2014","53063012902","11.03","7"
"2014","53063013000","9.12","6"
"2014","53063013100","9.12","6"
"2014","53063013201","9.12","6"
"2014","53063013202","4.21","4"
"2014","53063013300","5.42","5"
"2014","53063013401","11.2","7"
"2014","53063013500","4.05","3"
"2014","53063013600","6.14","5"
"2014","53063013700","6.14","5"
"2014","53063013800","1.55","2"
"2014","53063013900","1.04","1"
"2014","53063014001","2.15","2"
"2014","53063014002","3.01","3"
"2014","53063014100","3.01","3"
"2014","53063014200","3.01","3"
"2014","53063014300","0.75","1"
"2014","53063014400","8.09","6"
"2014","53063014500","17.75","9"
"2014","53065941000","0.14","1"
"2014","53065950100","0.64","1"
"2014","53065950200","1.11","1"
"2014","53065950300","1.11","1"
"2014","53065950500","1.11","1"
"2014","53065950600","1.11","1"
"2014","53065950700","0.71","1"
"2014","53065950800","0.71","1"
"2014","53065950900","0.1","1"
"2014","53065951100","0.52","1"
"2014","53065951300","0.74","1"
"2014","53065951400","0.54","1"
"2014","53067010100","12.06","8"
"2014","53067010200","9.33","6"
"2014","53067010300","9.33","6"
"2014","53067010400","12.06","8"
"2014","53067010510","5.6","5"
"2014","53067010520","12.06","8"
"2014","53067010600","5.6","5"
"2014","53067010700","9.33","6"
"2014","53067010800","12.06","8"
"2014","53067010910","12.06","8"
"2014","53067010920","12.06","8"
"2014","53067011000","12.06","8"
"2014","53067011100","5.6","5"
"2014","53067011200","9.33","6"
"2014","53067011300","9.33","6"
"2014","53067011410","7.93","6"
"2014","53067011420","5.2","4"
"2014","53067011500","7.93","6"
"2014","53067011610","7.93","6"
"2014","53067011621","5.2","4"
"2014","53067011622","5.2","4"
"2014","53067011623","5.2","4"
"2014","53067011624","5.2","4"
"2014","53067011710","5","4"
"2014","53067011720","5","4"
"2014","53067011810","3.12","3"
"2014","53067011821","4.43","4"
"2014","53067011822","4.43","4"
"2014","53067011900","3.91","3"
"2014","53067012000","3.91","3"
"2014","53067012100","0.88","1"
"2014","53067012211","7.93","6"
"2014","53067012212","9.33","6"
"2014","53067012221","7.93","6"
"2014","53067012222","6.67","5"
"2014","53067012310","6.67","5"
"2014","53067012320","6.67","5"
"2014","53067012330","6.67","5"
"2014","53067012411","2.42","3"
"2014","53067012412","2.42","3"
"2014","53067012420","4.72","4"
"2014","53067012510","0.37","1"
"2014","53067012520","2.42","3"
"2014","53067012530","1","1"
"2014","53067012610","4.72","4"
"2014","53067012620","2.2","2"
"2014","53067012710","3.42","3"
"2014","53067012720","3.42","3"
"2014","53067012730","2.99","3"
"2014","53067990100","4.5","4"
"2014","53069950100","0.51","1"
"2014","53071920000","2.16","2"
"2014","53071920100","0.65","1"
"2014","53071920200","5.48","5"
"2014","53071920300","2.02","2"
"2014","53071920400","1.89","2"
"2014","53071920500","5.48","5"
"2014","53071920600","5.48","5"
"2014","53071920701","5.48","5"
"2014","53071920702","5.48","5"
"2014","53071920801","5.48","5"
"2014","53071920802","5.48","5"
"2014","53071920900","5.48","5"
"2014","53073000100","9.41","6"
"2014","53073000200","4.3","4"
"2014","53073000300","9.41","6"
"2014","53073000400","9.41","6"
"2014","53073000501","9.41","6"
"2014","53073000502","9.41","6"
"2014","53073000600","9.41","6"
"2014","53073000700","9.41","6"
"2014","53073000803","9.41","6"
"2014","53073000804","2.74","3"
"2014","53073000805","2.74","3"
"2014","53073000806","1.46","2"
"2014","53073000901","9.41","6"
"2014","53073000902","8.17","6"
"2014","53073001000","8.17","6"
"2014","53073001100","8.17","6"
"2014","53073001201","8.17","6"
"2014","53073001202","8.17","6"
"2014","53073010100","0.83","1"
"2014","53073010200","2.31","2"
"2014","53073010301","2.86","3"
"2014","53073010302","2.31","2"
"2014","53073010303","2.31","2"
"2014","53073010401","2.56","3"
"2014","53073010403","2.56","3"
"2014","53073010404","8.41","6"
"2014","53073010501","8.41","6"
"2014","53073010502","3.97","3"
"2014","53073010600","3.97","3"
"2014","53073010701","2.31","2"
"2014","53073010702","1.05","1"
"2014","53073010900","0.52","1"
"2014","53073011000","0.57","1"
"2014","53073940000","1.96","2"
"2014","53075000100","4.18","4"
"2014","53075000200","1.73","2"
"2014","53075000300","1.73","2"
"2014","53075000400","4.18","4"
"2014","53075000500","4.18","4"
"2014","53075000600","4.18","4"
"2014","53075000700","0.65","1"
"2014","53075000800","0.73","1"
"2014","53075000900","0.59","1"
"2014","53075001000","0.52","1"
"2014","53077000100","5.26","4"
"2014","53077000200","5.26","4"
"2014","53077000300","5.26","4"
"2014","53077000400","2.29","2"
"2014","53077000500","5.26","4"
"2014","53077000600","5.26","4"
"2014","53077000700","5.26","4"
"2014","53077000800","5.26","4"
"2014","53077000901","2.93","3"
"2014","53077000902","2.93","3"
"2014","53077001000","4.7","4"
"2014","53077001100","4.7","4"
"2014","53077001201","4.7","4"
"2014","53077001202","4.7","4"
"2014","53077001300","4.7","4"
"2014","53077001400","4.7","4"
"2014","53077001501","5.26","4"
"2014","53077001502","4.7","4"
"2014","53077001601","5.26","4"
"2014","53077001602","5.26","4"
"2014","53077001701","2.27","2"
"2014","53077001702","3.63","3"
"2014","53077001800","2.65","3"
"2014","53077001901","1.83","2"
"2014","53077001902","1.82","2"
"2014","53077002001","2.65","3"
"2014","53077002002","2.65","3"
"2014","53077002101","0.76","1"
"2014","53077002102","2.65","3"
"2014","53077002200","1.99","2"
"2014","53077002701","1.76","2"
"2014","53077002801","1.93","2"
"2014","53077002802","2.93","3"
"2014","53077002900","2.29","2"
"2014","53077003001","1.16","1"
"2014","53077003002","1.38","2"
"2014","53077003100","2.27","2"
"2014","53077003200","5.26","4"
"2014","53077003400","5.26","4"
"2014","53077940001","2.64","3"
"2014","53077940002","2.07","2"
"2014","53077940003","2.64","3"
"2014","53077940004","1.98","2"
"2014","53077940005","1.99","2"
"2014","53077940006","1.99","2"


"Diesel Exhaust PM2.5 Emissions"
"Geography: Census Tract, Year: 2014"
"Created: 12/19/2023"

"""**"" indicates data suppression to protect confidentiality."

"""--"" indicates no data collected."

"""NR"" indicates data are not reliable."
