Sample ID,Collected by,Species,Date,Month,Site,City,Latitude,Longitude,% Certain,Freshness,Weather,Condition,Notes,Anal jelly? (for otter),Lab Name,Lab Notes,,,,,,,,,,,,,,,,,,,
UCP380,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64694,-122.18961,100,C,Sunny,,,,STL129,,,,,,,,,,,,,,,,,,,,
UCP382,YH,Coyote,8/8/22,8,WSP,Kirkland,47.6469,-122.1899,100,B,Sunny,,,,STL130,,,,,,,,,,,,,,,,,,,,
UCP382,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64694,-122.1899796,100,B,Sunny,,,,STL131,,,,,,,,,,,,,,,,,,,,
UCP383,YH,Coyote,8/8/22,8,WSP,Kirkland,47.6469,-122.19009,100,C,Sunny,,,,STL132,,,,,,,,,,,,,,,,,,,,
UCP384,YH,Coyote,8/8/22,8,WSP,Kirkland,47.6472,-122.18996,100,C,Sunny,,,,STL133,,,,,,,,,,,,,,,,,,,,
UCP385,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64717,-122.18994,100,C,Sunny,smushed,,,STL134,,,,,,,,,,,,,,,,,,,,
UCP386,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64717,-122.18994,100,C,,,,,STL279,,,,,,,,,,,,,,,,,,,,
UCP387,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64736,-122.18973,100,A,Sunny,,,,STL135,,,,,,,,,,,,,,,,,,,,
UCP388,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64728,-122.18964,100,A,Sunny,,,,STL136,,,,,,,,,,,,,,,,,,,,
UCP389,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64729,-122.19021,100,?,Sunny,,,,STL137,,,,,,,,,,,,,,,,,,,,
UCP390,YH,Coyote,8/8/22,8,WSP,Kirkland,47.6474,-122.1904602,100,A,Sunny,,,,STL138,,,,,,,,,,,,,,,,,,,,
UCP391,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64713,-122.19063,100,C,Sunny,,,,STL139,,,,,,,,,,,,,,,,,,,,
UCP392,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64748,-122.19073,100,B,Sunny,,,,STL140,,,,,,,,,,,,,,,,,,,,
UCP394,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64743,-122.190721,100,A,Sunny,,,,STL141,,,,,,,,,,,,,,,,,,,,
UCP395,YH,Coyote,8/8/22,8,WSP,Kirkland,47.64818,-122.1893997,100,B,Sunny,,,,STL142,,,,,,,,,,,,,,,,,,,,
UCP396,YH,Coyote,8/10/22,8,HOL,Shoreline,,,100,C,C,,,,STL280,,,,,,,,,,,,,,,,,,,,
UCP397,YH,Coyote,8/10/22,8,HOL,Shoerline,,,100,C,,,,,STL281,,,,,,,,,,,,,,,,,,,,
UCP398,YH,Coyote,8/10/22,8,HOL,Shoreline,,,100,C,C,,,,STL282,,,,,,,,,,,,,,,,,,,,
Ucp399,YH,Coyote,7/31/22,8,Shoreline,Shoreline,47.76521,-122.3723377,Unk,NA,Unk,Unk,collected by Kruckeberg board member. maybe dog,,STL283,,,,,,,,,,,,,,,,,,,,
UCP400,YH,Coyote,8/15/22,8,CWP,Kirkland,47.69288,-122.19603,100,C,Sunny,,,,STL143,,,,,,,,,,,,,,,,,,,,
UCP401,YH,Coyote,8/15/22,8,CWP,Kirkland,47.69268,-122.19548,100,C,Sunny,covered in wood chips,,,STL144,,,,,,,,,,,,,,,,,,,,
UCP402,YH,Coyote,8/15/22,8,TAY,Kirkland,47.6629,-122.18338,100,C,Sunny,sun bleached,,,STL145,,,,,,,,,,,,,,,,,,,,
ucp403,YH,Coyote,8/15/22,8,TAY,Kirkland,47.6631,-122.18381,60,B,Sunny,,looks,,STL146,,,,,,,,,,,,,,,,,,,,
UCP404,YH,Coyote,8/15/22,8,TAY,Kirkland,47.6637,-122.1841,100,C,Sunny,,,,STL147,,,,,,,,,,,,,,,,,,,,
UCP405,YH,Coyote,8/15/22,8,TAY,Kirkland,47.66246,-122.18301,100,C,Sunny,,,,STL148,,,,,,,,,,,,,,,,,,,,
UCP406,YH,Coyote,8/15/22,8,TAY,Kirkland,47.66275,-122.18307,100,C,Sunny,,,,STL149,,,,,,,,,,,,,,,,,,,,
UCP407,YH,Coyote,8/15/22,8,TAY,Kirkland,47.66216,-122.18181,100,C,Sunny,,,,STL150,,,,,,,,,,,,,,,,,,,,
UCP408,YH,Coyote,8/15/22,8,BTP,Kirkland,47.6595,-122.17483,100,C,Sunny,,,,STL151,,,,,,,,,,,,,,,,,,,,
UCP409,YH,Coyote,8/15/22,8,BTP,Kirkland,47.6563,-122.1749,100,C,Sunny,,,,STL152,,,,,,,,,,,,,,,,,,,,
UCP410,YH,Coyote,8/15/22,8,BTP,Kirkland,47.65494,-122.17507,100,C,Sunny,moldy,,,STL153,,,,,,,,,,,,,,,,,,,,
UCP411,YH,Coyote,8/15/22,8,BTP,Kirkland,47.65368,-122.1751,100,B,Sunny,,,,STL154,,,,,,,,,,,,,,,,,,,,
UCP412,YH,Coyote,8/15/22,8,BTP,Kirkland,47.65296,-122.17506,100,C,Sunny,,,,STL155,,,,,,,,,,,,,,,,,,,,
UCP413,YH,Coyote,8/15/22,8,BTP,Kirkland,47.65296,-122.17506,100,C,Sunny,,,,STL156,,,,,,,,,,,,,,,,,,,,
UCP414,YH,Coyote,8/15/22,8,BTP,Kirkland,47.65247,-122.17516,100,B,Sunny,,,,STL157,,,,,,,,,,,,,,,,,,,,
UCP415,YH,Coyote,8/16/22,8,GEN,Seattle,47.5673,-122.27789,100,C,Sunny,,,,STL158,,,,,,,,,,,,,,,,,,,,
UCP416,YH,Coyote,8/16/22,8,GEN,Seattle,47.56762,-122.2791,100,A,Sunny,,,,STL159,,,,,,,,,,,,,,,,,,,,
UCP417,YH,Coyote,8/16/22,8,COL,Seattle,47.58674,-122.29195,100,B,Sunny,,,,STL160,,,,,,,,,,,,,,,,,,,,
UCP418,YH,Coyote,8/16/22,8,COL,Seattle,47.58516,-122.28832,100,B,Sunny,,,,STL161,,,,,,,,,,,,,,,,,,,,
UCP419,YH,Coyote,8/16/22,8,COL,Seattle,47.58516,-122.28832,100,C,Sunny,,,,STL162,,,,,,,,,,,,,,,,,,,,
UCP420,YH,Coyote,8/16/22,8,COL,Seattle,47.58516,-122.28832,100,C,Sunny,smushed,,,STL163,,,,,,,,,,,,,,,,,,,,
UCP421,YH,Coyote,8/17/22,8,SRT,Redmond,47.69009,-122.13449,100,C,Sunny,,,,STL164,,,,,,,,,,,,,,,,,,,,
UCP422,YH,Coyote,8/17/22,8,SRT,Redmond,47.69066,-122.13505,100,B,Sunny,,,,STL165,,,,,,,,,,,,,,,,,,,,
UCP423,YH,Coyote,8/17/22,8,SRT,Redmond,47.69066,-122.13505,100,C,Sunny,,,,STL166,,,,,,,,,,,,,,,,,,,,
UCP424,YH,Coyote,8/17/22,8,SRT,Redmond,47.69275,-122.13717,100,?,Sunny,,,,STL167,,,,,,,,,,,,,,,,,,,,
UCP425,YH,Coyote,8/17/22,8,SRT,Redmond,47.69902,-122.1435635,100,B,Sunny,,,,STL168,,,,,,,,,,,,,,,,,,,,
UCP426,YH,Coyote,8/17/22,8,SRT,Redmond,47.699,-122.14261,100,C,Sunny,,,,STL169,,,,,,,,,,,,,,,,,,,,
UCP427,YH,Coyote,8/17/22,8,SRT,Redmond,47.69894,-122.1391919,100,C,Sunny,,huuuuge poop,,STL170,,,,,,,,,,,,,,,,,,,,
UCP428,YH,Coyote,8/17/22,8,SRT,Redmond,47.69888,-122.13915,100,C,Sunny,sun bleached,,,STL171,,,,,,,,,,,,,,,,,,,,
UCP429,YH,Coyote,8/17/22,8,SRT,Redmond,47.69873,-122.13908,100,A,Sunny,,,,STL172,,,,,,,,,,,,,,,,,,,,
UCP430,YH,Coyote,8/17/22,8,SRT,Redmond,47.69887,-122.13899,100,C,Sunny,,,,STL173,,,,,,,,,,,,,,,,,,,,
UCP431,YH,Coyote,8/17/22,8,SRT,Redmond,47.69771,-122.14036,100,B,Sunny,,,,STL174,,,,,,,,,,,,,,,,,,,,
UCP432,YH,Coyote,8/17/22,8,SRT,Redmond,47.69999,-122.14085,100,C,Sunny,,,,STL175,,,,,,,,,,,,,,,,,,,,
UCP433,YH,Coyote,8/17/22,8,SRT,Redmond,47.70018,-122.14069,100,C,Sunny,,,,STL176,,,,,,,,,,,,,,,,,,,,
UCP434,YH,Coyote,8/17/22,8,SRT,Redmond,47.7003,-122.13917,100,C,Sunny,,,,STL177,,,,,,,,,,,,,,,,,,,,
UCP435,YH,Coyote,8/17/22,8,SRT,Redmond,47.70055,-122.13933,100,A,Sunny,,,,STL178,,,,,,,,,,,,,,,,,,,,
UCP436,YH,Coyote,8/24/22,8,WMN,Medina,47.63299,-122.22949,100,C,Sunny,sun bleached,,,STL179,,,,,,,,,,,,,,,,,,,,
UCP437,YH,Coyote,8/24/22,8,WMN,Medina,47.63297,-122.22918,100,C,Sunny,sun bleached,,,STL180,,,,,,,,,,,,,,,,,,,,
UCP438,YH,Coyote,8/25/22,8,GMP,Renton,47.48622,-122.17015,100,B,Sunny,,,,STL181,,,,,,,,,,,,,,,,,,,,
UCP439,YH,Coyote,8/25/22,8,GMP,Renton,47.48621,-122.17086,100,A,Sunny,,worm on poop,,STL182,,,,,,,,,,,,,,,,,,,,
UCP440,YH,Coyote,8/25/22,8,GMP,Renton,47.48532,-122.17,100,A,Sunny,freshie,,,STL183,,,,,,,,,,,,,,,,,,,,
UCP441,YH,Coyote,8/25/22,8,GMP,Renton,47.4852,-122.1705,100,C,Sunny,,pup?,,STL184,,,,,,,,,,,,,,,,,,,,
UCP442,YH,Coyote,8/25/22,8,GMP,Renton,47.48705,-122.16888,100,C,Sunny,,,,STL185,,,,,,,,,,,,,,,,,,,,
UCP443,YH,Coyote,8/25/22,8,MCP,Renton,47.51902,-122.17207,100,C,Sunny,,cherry,,STL186,,,,,,,,,,,,,,,,,,,,
UCP444,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64997,-122.18916,100,A,Cloudy,,"berries; approx location, Gaia didn't save",,STL187,,,,,,,,,,,,,,,,,,,,
UCP445,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64997,-122.18916,100,B,Cloudy,,veg stuck on,,STL188,,,,,,,,,,,,,,,,,,,,
UCP446,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64966,-122.18904,100,A,Cloudy,,"berries, veg stuck on",,STL189,,,,,,,,,,,,,,,,,,,,
UCP447,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64915,-122.18909,100,B,Cloudy,,berries,,STL190,,,,,,,,,,,,,,,,,,,,
UCP448,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64907,-122.18907,100,C,Cloudy,,,,STL191,,,,,,,,,,,,,,,,,,,,
UCP449,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64789,-122.18793,100,C,Cloudy,,,,STL192,,,,,,,,,,,,,,,,,,,,
UCP450,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64791,-122.18781,100,C,Cloudy,,,,STL193,,,,,,,,,,,,,,,,,,,,
UCP451,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64791,-122.18781,100,C,Cloudy,,,,STL194,,,,,,,,,,,,,,,,,,,,
UCP452,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64698,-122.18892,100,A,Cloudy,,,,STL195,,,,,,,,,,,,,,,,,,,,
UCP453,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64704,-122.18899,UCP,A,Cloudy,,,,STL196,,,,,,,,,,,,,,,,,,,,
UCP454,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64704,-122.18977,100,C,Cloudy,,,,STL197,,,,,,,,,,,,,,,,,,,,
UCP455,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64704,-122.18977,100,C,Cloudy,,,,STL198,,,,,,,,,,,,,,,,,,,,
UCP456,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64704,-122.18977,100,C,Cloudy,,,,STL199,,,,,,,,,,,,,,,,,,,,
UCP457,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64708,-122.18975,100,C,Cloudy,,on top of bunny poop,,STL200,,,,,,,,,,,,,,,,,,,,
UCP458,YH,Coyote,8/26/22,8,WSP,Kirkland,47.6472,-122.18969,100,C,Cloudy,,,,STL201,,,,,,,,,,,,,,,,,,,,
UCP459,YH,Coyote,8/26/22,8,WSP,Kirkland,47.6469,-122.19003,100,C,Cloudy,,,,STL202,,,,,,,,,,,,,,,,,,,,
UCP460,YH,Coyote,8/26/22,8,WSP,Kirkland,47.6469,-122.18996,100,C,Cloudy,,,,STL203,,,,,,,,,,,,,,,,,,,,
UCP461,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64628,-122.18895,100,C,Cloudy,sun bleached,,,STL204,,,,,,,,,,,,,,,,,,,,
UCP462,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64681,-122.18965,100,C,Cloudy,,,,STL205,,,,,,,,,,,,,,,,,,,,
UCP463,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64694943,-122.189687,100,C,Cloudy,,,,STL206,,,,,,,,,,,,,,,,,,,,
UCP464,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64686,-122.1894,100,C,Cloudy,,,,STL207,,,,,,,,,,,,,,,,,,,,
UCP465,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64725,-122.18958,100,A,Cloudy,,over 465,,STL208,,,,,,,,,,,,,,,,,,,,
UCP466,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64725,-122.18958,100,C,,,under 464,,STL209,,,,,,,,,,,,,,,,,,,,
UCP467,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64754,-122.1898,100,C,Cloudy,moldy,,,STL210,,,,,,,,,,,,,,,,,,,,
UCP468,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64627,-122.18911,100,C,Cloudy,,,,STL211,,,,,,,,,,,,,,,,,,,,
UCP469,YH,Coyote,8/26/22,8,WSP,Kirkland,47.6468,-122.18866,100,C,Cloudy,,,,STL212,,,,,,,,,,,,,,,,,,,,
UCP470,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64762,-122.18996,100,C,Cloudy,,,,STL213,,,,,,,,,,,,,,,,,,,,
UCP471,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64751,-122.19009,100,C,Cloudy,,,,STL214,,,,,,,,,,,,,,,,,,,,
UCP472,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64761,-122.19014,100,B,Cloudy,,,,STL215,,,,,,,,,,,,,,,,,,,,
UCP473,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64753,-122.19012,100,C,Cloudy,,,,STL216,,,,,,,,,,,,,,,,,,,,
UCP474,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64743,-122.19006,100,B,Cloudy,,,,STL217,,,,,,,,,,,,,,,,,,,,
UCP475,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64627,-122.18847,100,C,Cloudy,,full of red fabric/rope,,STL218,,,,,,,,,,,,,,,,,,,,
UCP476,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64728,-122.19017,100,A,Cloudy,,,,STL219,,,,,,,,,,,,,,,,,,,,
UCP477,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64725,-122.19016,100,C,Cloudy,,,,STL220,,,,,,,,,,,,,,,,,,,,
UCP478,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64622,-122.18894,100,B,Cloudy,,,,STL221,,,,,,,,,,,,,,,,,,,,
UCP479,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64622,-122.18894,100,C,Cloudy,,,,STL222,,,,,,,,,,,,,,,,,,,,
UCP480,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64783,-122.19028,100,B,Cloudy,,on top of dog poop,,STL223,,,,,,,,,,,,,,,,,,,,
UCP481,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64801,-122.19013,100,A,Cloudy,,,,STL224,,,,,,,,,,,,,,,,,,,,
UCP482,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64801,-122.19013,100,A,Cloudy,,,,STL225,,,,,,,,,,,,,,,,,,,,
UCP483,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64801,-122.19013,100,A,Cloudy,,,,STL226,,,,,,,,,,,,,,,,,,,,
UCP484,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64801,-122.19013,100,C,Cloudy,,,,STL227,,,,,,,,,,,,,,,,,,,,
UCP485,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64801,-122.19013,100,C,Cloudy,,,,STL228,,,,,,,,,,,,,,,,,,,,
UCP486,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64923,-122.18946,100,A,Cloudy,,,,STL229,,,,,,,,,,,,,,,,,,,,
UCP487,YH,Coyote,8/26/22,8,WSP,Kirkland,47.64923,-122.18946,100,C,Cloudy,,,,STL230,,,,,,,,,,,,,,,,,,,,
UCP488,YH,Coyote,9/12/22,9,OGC,Medina,,,100,C,,,,,STL298,,,,,,,,,,,,,,,,,,,,
UCP489,YH,Coyote,9/12/22,9,OGC,Medina,47.62891,-122.23013,100,C,,,,,STL299,,,,,,,,,,,,,,,,,,,,
UCP490,YH,Coyote,9/12/22,9,OGC,Medina,47.62891,-122.23013,100,C,,,,,STL300,,,,,,,,,,,,,,,,,,,,
UCP491,YH,Coyote,9/12/22,9,OGC,Medina,47.62891,-122.23013,100,C,,,,,STL301,,,,,,,,,,,,,,,,,,,,
UCP492,YH,Coyote,9/12/22,9,OGC,Medina,47.63097,-122.23164,100,C,,,,,STL302,,,,,,,,,,,,,,,,,,,,
UCP493,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69373,-122.19662,60,A,,,could be dog,,STL303,,,,,,,,,,,,,,,,,,,,
UCP494,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69293311,-122.1958377,100,A,,,,,STL304,,,,,,,,,,,,,,,,,,,,
UCP495,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69295,-122.19569,100,A,,,,,STL305,,,,,,,,,,,,,,,,,,,,
UCP496,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69263,-122.19572,100,B,,,,,STL306,,,,,,,,,,,,,,,,,,,,
UCP497,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69271,-122.19551,60,C,,,could be bobcat,,STL307,,,,,,,,,,,,,,,,,,,,
UCP498,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69286,-122.19621,100,B,,,,,STL308,,,,,,,,,,,,,,,,,,,,
UCP499,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69286,-122.19621,100,C,,,,,STL309,,,,,,,,,,,,,,,,,,,,
UCP500,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69199,-122.19731,100,A,,,,,STL310,,,,,,,,,,,,,,,,,,,,
UCP501,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69855,-122.18751,100,B,,,,,STL311,,,,,,,,,,,,,,,,,,,,
UCP502,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69921,-122.1881,100,C,,,,,STL312,,,,,,,,,,,,,,,,,,,,
UCP503,YH,Coyote,9/12/22,9,CWP,Kirkland,47.69974,-122.18961,100,C,,,,,STL313,,,,,,,,,,,,,,,,,,,,
UCP504,YH,Coyote,9/14/22,9,CEN,Bothell,47.80853,-122.21569,100,C,,,,,STL314,,,,,,,,,,,,,,,,,,,,
UCP505,YH,Coyote,9/14/22,9,CEN,Bothell,47.80844,-122.21623,100,A,,,,,STL315,,,,,,,,,,,,,,,,,,,,
UCP506,EL,Coyote,9/16/22,9,WSP,Kirkland,47.65024,-122.19102,100,B,,,,,STL316,,,,,,,,,,,,,,,,,,,,
UCP507,EL,Coyote,9/16/22,9,WSP,Kirkland,47.65089,-122.19115,100,A,,,,,STL317,,,,,,,,,,,,,,,,,,,,
UCP508,EL,Coyote,9/16/22,9,WSP,Kirkland,47.65088,-122.19115,100,A,,,,,STL318,,,,,,,,,,,,,,,,,,,,
UCP509,EL,Coyote,9/16/22,9,WSP,Kirkland,47.6502,-122.19028,100,C,,moldy,,,STL319,,,,,,,,,,,,,,,,,,,,
UCP510,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64895,-122.18948,100,C,,,,,STL320,,,,,,,,,,,,,,,,,,,,
UCP511,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64876,-122.18932,100,C,,,,,STL321,,,,,,,,,,,,,,,,,,,,
UCP512,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64624,-122.18842,100,C,,,,,STL322,,,,,,,,,,,,,,,,,,,,
UCP513,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64655,-122.18925,100,C,,,,,STL323,,,,,,,,,,,,,,,,,,,,
UCP514,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64622,-122.18901,100,C,,,,,STL324,,,,,,,,,,,,,,,,,,,,
UCP515,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64618,-122.18924,100,C,,,,,STL325,,,,,,,,,,,,,,,,,,,,
UCP516,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64709,-122.18952,100,C,,,,,STL326,,,,,,,,,,,,,,,,,,,,
UCP517,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64722,-122.18948,100,C,,,,,STL327,,,,,,,,,,,,,,,,,,,,
UCP518,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64725,-122.18936,100,C,,,,,STL328,,,,,,,,,,,,,,,,,,,,
UCP519,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64616,-122.18852,100,C,,,,,STL329,,,,,,,,,,,,,,,,,,,,
UCP520,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64623,-122.18931,100,C,,,,,STL330,,,,,,,,,,,,,,,,,,,,
UCP521,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64634,-122.1886,100,C,,,,,STL331,,,,,,,,,,,,,,,,,,,,
UCP522,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64634,-122.1886,100,C,,,,,STL332,,,,,,,,,,,,,,,,,,,,
UCP523,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64634,-122.1886,100,C,,,,,STL333,,,,,,,,,,,,,,,,,,,,
UCP524,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64725,-122.18979,100,C,,,,,STL334,,,,,,,,,,,,,,,,,,,,
UCP525,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64727,-122.18988,100,C,,,,,STL335,,,,,,,,,,,,,,,,,,,,
UCP526,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64623,-122.18909,100,C,,,,,STL336,,,,,,,,,,,,,,,,,,,,
UCP527,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64721,-122.18986,100,C,,,,,STL337,,,,,,,,,,,,,,,,,,,,
UCP528,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64722,-122.18989,100,C,,,,,STL338,,,,,,,,,,,,,,,,,,,,
UCP529,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64614,-122.18859,100,C,,,,,STL339,,,,,,,,,,,,,,,,,,,,
UCP530,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64614,-122.18859,100,C,,,,,STL340,,,,,,,,,,,,,,,,,,,,
UCP531,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64631,-122.18858,100,B,,,,,STL341,,,,,,,,,,,,,,,,,,,,
UCP532,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64645,-122.18842,100,B,,,,,STL342,,,,,,,,,,,,,,,,,,,,
UCP533,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64715,-122.18995,100,C,,,lots of bones,,STL343,,,,,,,,,,,,,,,,,,,,
UCP534,EL,Coyote,9/16/22,9,WSP,Kirkland,47.64624,-122.18932,100,C,,,,,STL344,,,,,,,,,,,,,,,,,,,,
UCP535,YH,Coyote,9/16/22,9,WSP,Kirkland,47.64736,-122.18993,100,A,,,,,STL345,,,,,,,,,,,,,,,,,,,,
UCP537,YH,Coyote,9/25/22,9,SEW,Seattle,47.56127,-122.25203,100,C,,,,,STL346,,,,,,,,,,,,,,,,,,,,
UCP538,YH,Coyote,9/25/22,9,SEW,Seattle,47.56003,-122.25028,100,C,,,,,STL347,,,,,,,,,,,,,,,,,,,,
UCP539,YH,Coyote,9/25/22,9,SEW,Seattle,47.55819,-122.25,100,A,,,,,STL348,,,,,,,,,,,,,,,,,,,,
UCP539B,SK,Coyote,9/30/22,9,PDP,Tacoma,47.31303,-122.53009,100,C,,,some mold,,STL349,,,,,,,,,,,,,,,,,,,,
UCP540,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29635,-122.51042,50,A,,,,,STL350,,,,,,,,,,,,,,,,,,,,
UCP541,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29635,-122.51042,100,A,,,,,STL351,,,,,,,,,,,,,,,,,,,,
UCP542,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29653,122.51015,100,C,,,,,STL352,,,,,,,,,,,,,,,,,,,,
UCP543,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29653,122.51015,100,C,,,,,STL353,,,,,,,,,,,,,,,,,,,,
UCP544,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29653,122.51015,100,C,,,,,STL354,,,,,,,,,,,,,,,,,,,,
UCP545,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29697,-122.51028,100,C,,,,,STL355,,,,,,,,,,,,,,,,,,,,
UCP546,SK,Coyote,9/30/22,9,RUP,Tacoma,47.29678,-122.50993,100,A,,,,,STL356,,,,,,,,,,,,,,,,,,,,
UCP547,YH,Coyote,9/30/22,9,RUP,Tacoma,47.29655,-122.51035,100,B,,,,,STL357,,,,,,,,,,,,,,,,,,,,
UCP547B,YH,Coyote,10/03/22,10,GMP,Renton,47.48616,-122.17013,100,C,,,double sample,,STL358,,,,,,,,,,,,,,,,,,,,
UCP548,YH,Coyote,9/30/22,9,CUP,Tacoma,47.27364068,-122.468402,100,C,,,,,STL359,,,,,,,,,,,,,,,,,,,,
UCP548B,YH,Coyote,10/03/22,10,GMP,Renton,47.48656,-122.1707,100,B,,,"double sample, wormies",,STL360,,,,,,,,,,,,,,,,,,,,
UCP549,YH,Coyote,10/03/22,10,GMP,Renton,47.48647,-122.17068,100,C,,,wormies,,STL361,,,,,,,,,,,,,,,,,,,,
UCP550,YH,Coyote,10/03/22,10,GMP,Renton,47.48507,-122.17025,100,C,,,,,STL362,,,,,,,,,,,,,,,,,,,,
UCP551,YH,Coyote,10/03/22,10,GMP,Renton,47.48527,-122.17035,100,C,,,,,STL363,,,,,,,,,,,,,,,,,,,,
UCP552,YH,Coyote,10/03/22,10,GMP,Renton,47.48549,-122.17028,100,C,,,,,STL364,,,,,,,,,,,,,,,,,,,,
UCP553,YH,Coyote,10/03/22,10,GMP,Renton,47.48552,-122.17043,100,C,,,mold,,STL365,,,,,,,,,,,,,,,,,,,,
UCP554,YH,Coyote,10/03/22,10,GMP,Renton,47.48552,-122.17043,100,C,,,bleached,,STL366,,,,,,,,,,,,,,,,,,,,
UCP555,YH,Coyote,10/03/22,10,GMP,Renton,47.48563,-122.17023,100,C,,,smushed,,STL367,,,,,,,,,,,,,,,,,,,,
UCP556,YH,Coyote,10/03/22,10,GMP,Renton,47.48604,-122.16905,100,C,,,,,STL368,,,,,,,,,,,,,,,,,,,,
UCP557,YH,Coyote,10/03/22,10,GMP,Renton,47.48557,-122.17093,100,C,,,,,STL369,,,,,,,,,,,,,,,,,,,,
UCP558,YH,Coyote,10/03/22,10,GMP,Renton,47.48715,-122.16919,100,C,,,,,STL370,,,,,,,,,,,,,,,,,,,,
