station,season,species,photodate,phototime
DRP2,Fall20,Procyon lotor,2020-10-08,01:55:15
DRP2,Fall20,Procyon lotor,2020-10-08,23:48:32
DRP2,Fall20,Procyon lotor,2020-10-09,02:42:40
DRP2,Fall20,Procyon lotor,2020-10-09,04:18:58
DRP2,Fall20,Procyon lotor,2020-10-09,06:20:26
DRP2,Fall20,Procyon lotor,2020-10-11,03:13:03
DRP2,Fall20,Procyon lotor,2020-10-11,23:24:38
DRP2,Fall20,Procyon lotor,2020-10-12,03:24:28
DRP2,Fall20,Procyon lotor,2020-10-13,18:41:08
DRP2,Fall20,Procyon lotor,2020-10-15,18:54:54
DRP2,Fall20,Procyon lotor,2020-10-15,23:51:13
DRP2,Fall20,Procyon lotor,2020-10-16,06:03:33
DRP2,Fall20,Procyon lotor,2020-10-19,01:13:03
DRP2,Fall20,Procyon lotor,2020-10-19,01:14:07
DRP2,Fall20,Procyon lotor,2020-10-20,02:01:39
DRP2,Fall20,Procyon lotor,2020-10-22,03:02:25
DRP2,Fall20,Procyon lotor,2020-10-23,03:46:09
DRP2,Fall20,Procyon lotor,2020-10-23,03:49:02
DRP2,Fall20,Procyon lotor,2020-10-23,03:51:58
DRP2,Fall20,Procyon lotor,2020-10-23,04:02:22
DRP2,Fall20,Procyon lotor,2020-10-23,04:04:12
DRP2,Fall20,Procyon lotor,2020-10-23,04:33:41
DRP2,Fall20,Procyon lotor,2020-10-23,18:52:14
DRP2,Fall20,Procyon lotor,2020-10-24,09:14:07
DRP2,Fall20,Procyon lotor,2020-10-25,03:35:09
DRP2,Fall20,Procyon lotor,2020-10-25,03:38:25
DRP2,Fall20,Procyon lotor,2020-10-25,10:41:47
DRP2,Fall20,Procyon lotor,2020-10-25,10:46:41
DRP2,Fall20,Procyon lotor,2020-10-25,18:21:36
DRP2,Fall20,Canis latrans,2020-10-26,01:20:15
DRP2,Fall20,Procyon lotor,2020-10-27,04:43:13
DRP2,Fall20,Procyon lotor,2020-10-28,01:05:06
DRP2,Fall20,Procyon lotor,2020-10-28,18:24:33
DRP2,Fall20,Procyon lotor,2020-10-28,18:52:25
DRP2,Fall20,Procyon lotor,2020-10-29,01:09:59
DRP2,Fall20,Procyon lotor,2020-10-29,02:34:33
DRP2,Fall20,Procyon lotor,2020-10-29,02:48:37
DRP2,Fall20,Procyon lotor,2020-10-29,02:53:48
DRP2,Fall20,Procyon lotor,2020-10-29,02:57:26
DRP2,Fall20,Procyon lotor,2020-10-29,06:01:16
DRP2,Fall20,Procyon lotor,2020-10-29,06:04:07
DRP2,Fall20,Canis latrans,2020-10-30,01:43:55
DRP2,Fall20,Procyon lotor,2020-10-30,23:06:12
DRP2,Fall20,Procyon lotor,2020-10-31,00:57:33
DSP1,Spring19,Didelphis virginiana,2019-04-17,21:46:53
DSP1,Spring19,Procyon lotor,2019-04-18,21:30:55
DSP1,Spring19,Didelphis virginiana,2019-04-18,21:57:05
DSP1,Spring19,Didelphis virginiana,2019-04-19,05:16:37
DSP1,Spring19,Didelphis virginiana,2019-04-19,05:37:53
DSP1,Spring19,Didelphis virginiana,2019-04-24,01:11:28
DSP1,Spring19,Didelphis virginiana,2019-04-27,04:36:58
DSP1,Spring19,Didelphis virginiana,2019-04-03,21:38:26
DSP1,Spring19,Didelphis virginiana,2019-04-28,01:30:25
DSP1,Spring19,Didelphis virginiana,2019-04-03,21:48:36
DSP1,Spring19,Didelphis virginiana,2019-04-03,23:51:36
DSP1,Summer19,Didelphis virginiana,2019-07-24,03:52:24
DSP1,Summer19,Didelphis virginiana,2019-07-28,23:47:13
DSP1,Summer19,Didelphis virginiana,2019-07-30,01:46:38
DSP1,Summer19,Didelphis virginiana,2019-07-13,01:10:42
DSP1,Summer19,Procyon lotor,2019-07-16,00:30:34
DSP1,Summer19,Didelphis virginiana,2019-07-20,02:59:31
DSP1,Summer19,Didelphis virginiana,2019-07-21,03:47:23
DSP1,Summer19,Didelphis virginiana,2019-07-22,04:15:08
DSP1,Fall19,Didelphis virginiana,2019-10-11,21:56:41
DSP1,Fall19,Didelphis virginiana,2019-10-12,12:04:24
DSP1,Fall19,Procyon lotor,2019-10-12,20:46:36
DSP1,Fall19,Didelphis virginiana,2019-10-13,19:04:39
DSP1,Fall19,Didelphis virginiana,2019-10-14,04:23:05
DSP1,Fall19,Didelphis virginiana,2019-10-07,03:40:27
DSP1,Fall19,Didelphis virginiana,2019-10-15,02:53:17
DSP1,Fall19,Didelphis virginiana,2019-10-15,21:23:14
DSP1,Fall19,Didelphis virginiana,2019-10-16,01:53:33
DSP1,Fall19,Procyon lotor,2019-10-18,00:11:22
DSP1,Fall19,Procyon lotor,2019-10-19,22:02:11
DSP1,Fall19,Procyon lotor,2019-10-22,06:27:49
DSP1,Fall19,Didelphis virginiana,2019-10-23,22:51:12
DSP1,Fall19,Didelphis virginiana,2019-10-07,04:46:35
DSP1,Fall19,Didelphis virginiana,2019-10-24,19:41:09
DSP1,Fall19,Procyon lotor,2019-10-25,19:49:37
DSP1,Fall19,Didelphis virginiana,2019-10-26,06:33:13
DSP1,Fall19,Procyon lotor,2019-10-07,21:11:07
DSP1,Fall19,Didelphis virginiana,2019-10-08,05:17:42
DSP1,Fall19,Didelphis virginiana,2019-10-08,05:20:19
DSP1,Fall19,Procyon lotor,2019-10-09,00:58:00
DSP1,Fall19,Didelphis virginiana,2019-10-09,19:19:09
DSP1,Winter20,Procyon lotor,2020-01-06,20:46:03
DSP1,Winter20,Procyon lotor,2020-01-06,22:17:19
DSP1,Spring20,Procyon lotor,2020-03-31,01:16:25
DSP1,Spring20,Procyon lotor,2020-03-31,03:50:51
DSP1,Spring20,Procyon lotor,2020-04-19,04:23:22
DSP1,Spring20,Procyon lotor,2020-04-25,03:12:07
DSP1,Summer20,Procyon lotor,2020-07-19,08:10:39
DSP1,Summer20,Procyon lotor,2020-07-21,01:08:23
DSP1,Summer20,Procyon lotor,2020-07-22,22:10:20
DSP1,Summer20,Canis latrans,2020-07-13,19:51:09
DSP1,Summer20,Procyon lotor,2020-07-11,02:34:22
DSP1,Fall20,Procyon lotor,2020-10-13,02:46:51
DSP1,Fall20,Canis latrans,2020-10-23,21:28:44
DSP1,Fall20,Canis latrans,2020-10-08,01:35:09
DSP1,Fall20,Procyon lotor,2020-10-10,22:24:21
DSP1,Fall20,Procyon lotor,2020-10-13,00:12:28
DWP1,Summer19,Mephitis mephitis,2019-07-13,01:10:57
DWP1,Summer19,Mephitis mephitis,2019-07-13,01:10:58
DWP1,Summer19,Mephitis mephitis,2019-07-13,01:10:59
DWP1,Fall19,Procyon lotor,2019-10-08,19:30:22
DWP1,Fall19,Procyon lotor,2019-10-08,19:57:10
DWP1,Fall19,Procyon lotor,2019-10-13,20:27:20
DWP1,Fall19,Procyon lotor,2019-10-15,20:25:43
DWP1,Fall19,Procyon lotor,2019-10-20,21:15:05
DWP1,Fall19,Procyon lotor,2019-10-02,20:00:52
FGL1,Spring19,Procyon lotor,2019-04-09,08:01:27
FGL1,Spring19,Procyon lotor,2019-04-25,12:28:36
FGL1,Spring19,Procyon lotor,2019-04-27,11:54:02
FGL1,Fall19,Procyon lotor,2019-10-07,01:38:11
FGL1,Fall19,Procyon lotor,2019-10-07,01:38:10
FGL1,Winter20,Procyon lotor,2020-01-25,07:38:09
FGL1,Fall20,Procyon lotor,2020-10-07,03:59:37
FGL1,Fall20,Procyon lotor,2020-10-07,06:24:52
FGL1,Fall20,Canis latrans,2020-10-28,02:58:23
FGL1,Fall20,Canis latrans,2020-10-28,05:03:33
FGL1,Fall20,Canis latrans,2020-10-28,05:04:37
FGL1,Fall20,Procyon lotor,2020-10-28,05:23:33
FGL1,Fall20,Canis latrans,2020-10-28,12:44:57
FGL1,Fall20,Procyon lotor,2020-10-01,01:23:56
FRD1,Spring19,Odocoileus hemionus,2019-04-17,17:05:18
FRD1,Spring19,Odocoileus hemionus,2019-04-24,11:44:04
FRD1,Spring19,Odocoileus hemionus,2019-04-02,02:38:03
FRD1,Spring19,Canis latrans,2019-04-30,20:58:45
FRD1,Spring19,Canis latrans,2019-04-30,21:01:12
FRD1,Spring19,Canis latrans,2019-04-30,21:06:53
FRD1,Spring19,Canis latrans,2019-04-30,21:11:06
FRD1,Spring19,Odocoileus hemionus,2019-04-02,10:08:32
FRD1,Summer19,Odocoileus hemionus,2019-07-25,07:32:57
FRD1,Summer19,Odocoileus hemionus,2019-07-25,07:34:23
FRD1,Summer19,Odocoileus hemionus,2019-07-27,17:39:32
FRD1,Summer19,Odocoileus hemionus,2019-07-28,04:13:57
FRD1,Summer19,Canis latrans,2019-07-28,06:52:41
FRD1,Summer19,Lynx rufus,2019-07-15,20:57:14
FRD1,Summer19,Canis latrans,2019-07-17,18:05:36
FRD1,Summer19,Canis latrans,2019-07-17,18:18:51
FRD1,Summer19,Odocoileus hemionus,2019-07-20,10:29:11
FRD1,Fall19,Canis latrans,2019-10-14,05:50:26
FRD1,Fall19,Odocoileus hemionus,2019-10-15,01:35:35
FRD1,Fall19,Odocoileus hemionus,2019-10-15,01:39:01
FRD1,Fall19,Odocoileus hemionus,2019-10-31,08:19:05
FRD1,Fall19,Odocoileus hemionus,2019-10-31,08:19:05
FRD1,Fall19,Odocoileus hemionus,2019-11-02,10:17:57
FRD1,Fall19,Odocoileus hemionus,2019-11-02,10:17:57
FRD1,Winter20,Canis latrans,2020-01-12,15:42:59
FRD1,Winter20,Odocoileus hemionus,2020-01-13,09:21:50
FRD1,Winter20,Odocoileus hemionus,2020-01-13,13:37:17
FRD1,Winter20,Odocoileus hemionus,2020-01-13,16:47:41
FRD1,Winter20,Odocoileus hemionus,2020-01-15,15:30:08
FRD1,Winter20,Odocoileus hemionus,2020-01-16,00:56:06
FRD1,Winter20,Lynx rufus,2019-12-31,17:05:50
FRD1,Winter20,Odocoileus hemionus,2020-01-27,09:11:43
FRD1,Winter20,Lynx rufus,2020-01-29,02:36:18
FRD1,Winter20,Canis latrans,2020-01-29,10:35:39
FRD1,Winter20,Odocoileus hemionus,2020-01-04,17:27:42
FRD1,Winter20,Procyon lotor,2020-01-07,17:37:19
FRD1,Winter20,Odocoileus hemionus,2020-01-08,10:09:43
FRD1,Winter20,Odocoileus hemionus,2020-01-08,10:09:43
FRD1,Winter20,Odocoileus hemionus,2020-01-08,14:58:58
FRD1,Winter20,Odocoileus hemionus,2020-01-08,14:58:58
FRD1,Winter20,Odocoileus hemionus,2020-01-09,05:19:06
FRD1,Summer20,Odocoileus hemionus,2020-07-09,19:36:54
FRD1,Summer20,Odocoileus hemionus,2020-07-12,06:37:30
FRD1,Summer20,Odocoileus hemionus,2020-07-12,06:37:30
FRD1,Summer20,Odocoileus hemionus,2020-07-13,14:17:00
FRD1,Summer20,Odocoileus hemionus,2020-07-13,14:17:00
FRD1,Summer20,Odocoileus hemionus,2020-07-14,08:34:34
FRD1,Summer20,Odocoileus hemionus,2020-07-14,08:34:34
FRD1,Summer20,Didelphis virginiana,2020-07-15,01:47:35
FRD1,Summer20,Odocoileus hemionus,2020-07-16,05:55:04
FRD1,Summer20,Odocoileus hemionus,2020-07-19,10:18:53
FRD1,Summer20,Odocoileus hemionus,2020-07-20,07:29:53
FRD1,Summer20,Odocoileus hemionus,2020-07-20,15:22:36
FRD1,Summer20,Didelphis virginiana,2020-07-22,04:55:25
FRD1,Summer20,Didelphis virginiana,2020-07-23,00:59:35
FRD1,Summer20,Didelphis virginiana,2020-07-27,04:41:03
FRD1,Summer20,Didelphis virginiana,2020-07-29,02:10:11
FRD1,Summer20,Odocoileus hemionus,2020-07-01,17:35:41
FRD1,Summer20,Canis latrans,2020-07-02,12:19:48
FRD1,Summer20,Odocoileus hemionus,2020-07-06,10:17:05
FRD1,Summer20,Odocoileus hemionus,2020-07-09,08:41:04
FRD1,Summer20,Odocoileus hemionus,2020-07-09,08:49:40
FRD1,Fall20,Didelphis virginiana,2020-10-09,00:21:47
FRD1,Fall20,Canis latrans,2020-10-10,10:56:06
FRD1,Fall20,Didelphis virginiana,2020-09-30,21:49:26
FRD1,Fall20,Odocoileus hemionus,2020-10-18,10:41:46
FRD1,Fall20,Didelphis virginiana,2020-09-30,21:51:23
FRD1,Fall20,Procyon lotor,2020-10-28,18:26:31
FRD1,Fall20,Odocoileus hemionus,2020-10-31,08:51:56
HCN1,Spring19,Procyon lotor,2019-04-03,21:03:27
HCN1,Spring19,Procyon lotor,2019-04-03,21:03:28
HCN1,Spring19,Procyon lotor,2019-04-03,21:03:29
HCN1,Spring19,Procyon lotor,2019-04-09,01:22:27
HCN1,Spring19,Procyon lotor,2019-04-09,01:22:28
HCN1,Spring19,Procyon lotor,2019-04-09,01:22:29
HCN1,Spring19,Procyon lotor,2019-04-11,00:15:47
HCN1,Spring19,Procyon lotor,2019-04-11,00:15:48
HCN1,Spring19,Procyon lotor,2019-04-11,00:15:52
HCN1,Spring19,Procyon lotor,2019-04-11,00:15:53
HCN1,Spring19,Procyon lotor,2019-04-11,00:15:53
HCN1,Spring19,Procyon lotor,2019-04-11,20:53:54
HCN1,Spring19,Procyon lotor,2019-04-11,20:53:55
HCN1,Spring19,Procyon lotor,2019-04-11,20:53:56
HCN1,Spring19,Procyon lotor,2019-04-11,21:24:11
HCN1,Spring19,Procyon lotor,2019-04-11,21:24:12
HCN1,Spring19,Procyon lotor,2019-04-11,21:24:13
HCN1,Spring19,Procyon lotor,2019-04-12,02:59:26
HCN1,Spring19,Procyon lotor,2019-04-12,02:59:28
HCN1,Spring19,Procyon lotor,2019-04-12,02:59:33
HCN1,Spring19,Procyon lotor,2019-04-12,02:59:34
HCN1,Spring19,Procyon lotor,2019-04-12,02:59:39
HCN1,Spring19,Procyon lotor,2019-04-17,04:03:48
HCN1,Spring19,Procyon lotor,2019-04-17,04:03:49
HCN1,Spring19,Procyon lotor,2019-04-17,04:03:50
HCN1,Spring19,Procyon lotor,2019-04-17,04:03:53
HCN1,Fall19,Procyon lotor,2019-10-10,01:35:06
HCN1,Fall19,Lontra canadensis,2019-10-10,03:11:40
HCN1,Fall19,Procyon lotor,2019-10-11,05:19:45
HCN1,Fall19,Procyon lotor,2019-10-15,04:06:49
HCN1,Fall19,Procyon lotor,2019-10-18,22:08:37
HCN1,Fall19,Procyon lotor,2019-10-26,01:16:27
HCN1,Fall19,Procyon lotor,2019-09-29,20:27:21
HCN1,Fall19,Procyon lotor,2019-10-02,20:58:38
HCN1,Winter20,Procyon lotor,2020-01-30,04:09:06
HCN1,Winter20,Procyon lotor,2020-02-03,00:58:17
HCN1,Winter20,Procyon lotor,2020-01-08,03:53:39
HCN1,Winter20,Procyon lotor,2020-01-10,20:00:29
HFW1,Spring19,Didelphis virginiana,2019-04-22,21:42:29
HFW1,Spring19,Procyon lotor,2019-04-23,23:24:46
HFW1,Spring19,Procyon lotor,2019-04-28,22:51:00
HFW1,Summer19,Canis latrans,2019-07-24,03:41:37
HFW1,Summer19,Procyon lotor,2019-07-28,14:39:08
HFW1,Summer19,Procyon lotor,2019-08-01,06:56:05
HFW1,Summer19,Didelphis virginiana,2019-08-02,21:14:10
HFW1,Summer19,Canis latrans,2019-07-04,02:26:55
HFW1,Summer19,Canis latrans,2019-07-06,14:11:28
HFW1,Summer19,Canis latrans,2019-07-06,21:13:13
HFW1,Summer19,Didelphis virginiana,2019-07-07,23:11:58
HFW1,Summer19,Canis latrans,2019-07-11,08:50:01
HFW1,Fall19,Didelphis virginiana,2019-10-15,02:07:53
HFW1,Fall19,Procyon lotor,2019-10-16,01:16:12
HFW1,Fall19,Didelphis virginiana,2019-10-17,04:11:36
HFW1,Fall19,Didelphis virginiana,2019-10-19,22:26:53
HFW1,Fall19,Procyon lotor,2019-10-20,07:02:19
HFW1,Fall19,Procyon lotor,2019-10-22,19:17:35
HFW1,Fall19,Didelphis virginiana,2019-10-25,04:22:36
HFW1,Fall19,Didelphis virginiana,2019-10-26,23:49:09
HFW1,Fall19,Canis latrans,2019-11-01,14:39:07
HFW1,Fall19,Didelphis virginiana,2019-10-05,21:01:06
HFW1,Fall19,Canis latrans,2019-10-07,22:26:45
HFW1,Winter20,Procyon lotor,2020-01-28,00:33:15
HFW1,Winter20,Procyon lotor,2020-01-30,23:20:25
HFW1,Winter20,Procyon lotor,2020-01-05,19:46:32
HFW1,Winter20,Procyon lotor,2020-01-10,03:21:51
HFW1,Winter20,Canis latrans,2020-01-13,17:01:54
HFW1,Winter20,Canis latrans,2020-01-18,06:40:18
HFW1,Winter20,Canis latrans,2020-01-18,13:11:43
HFW1,Winter20,Canis latrans,2020-01-18,13:18:42
HFW1,Winter20,Procyon lotor,2020-01-26,00:45:26
HFW1,Summer20,Canis latrans,2020-07-10,05:56:25
HFW1,Summer20,Canis latrans,2020-07-10,06:05:18
HFW1,Summer20,Didelphis virginiana,2020-07-12,02:06:51
HFW1,Summer20,Didelphis virginiana,2020-07-13,23:38:21
HFW1,Summer20,Canis latrans,2020-07-14,00:39:57
HFW1,Summer20,Didelphis virginiana,2020-07-14,23:16:04
HFW1,Summer20,Procyon lotor,2020-07-03,06:06:32
HFW1,Summer20,Didelphis virginiana,2020-07-15,01:08:52
HFW1,Summer20,Procyon lotor,2020-07-15,01:15:56
HFW1,Summer20,Didelphis virginiana,2020-07-15,01:45:09
HFW1,Summer20,Didelphis virginiana,2020-07-15,02:08:16
HFW1,Summer20,Didelphis virginiana,2020-07-15,02:18:28
HFW1,Summer20,Didelphis virginiana,2020-07-17,00:34:10
HFW1,Summer20,Didelphis virginiana,2020-07-17,01:13:21
HFW1,Summer20,Didelphis virginiana,2020-07-18,03:00:51
HFW1,Summer20,Procyon lotor,2020-07-03,14:39:34
HFW1,Summer20,Didelphis virginiana,2020-07-18,03:08:03
HFW1,Summer20,Procyon lotor,2020-07-18,06:42:10
HFW1,Summer20,Procyon lotor,2020-07-18,07:12:47
HFW1,Summer20,Procyon lotor,2020-07-18,07:14:07
HFW1,Summer20,Procyon lotor,2020-07-18,07:17:57
HFW1,Summer20,Procyon lotor,2020-07-18,21:50:06
HFW1,Summer20,Canis latrans,2020-07-20,02:49:51
HFW1,Summer20,Procyon lotor,2020-07-03,14:42:19
HFW1,Summer20,Procyon lotor,2020-07-27,07:47:48
HFW1,Summer20,Procyon lotor,2020-07-28,02:17:49
HFW1,Summer20,Procyon lotor,2020-07-28,02:28:56
HFW1,Summer20,Procyon lotor,2020-07-28,05:01:30
HFW1,Summer20,Odocoileus hemionus,2020-07-29,06:25:24
HFW1,Summer20,Procyon lotor,2020-07-31,23:27:09
HFW1,Summer20,Procyon lotor,2020-07-04,23:22:04
HFW1,Summer20,Didelphis virginiana,2020-07-07,01:56:42
HFW1,Summer20,Didelphis virginiana,2020-07-07,01:58:57
HFW1,Summer20,Didelphis virginiana,2020-07-09,01:41:21
HFW1,Fall20,Procyon lotor,2020-10-05,19:41:50
HFW1,Fall20,Procyon lotor,2020-10-05,23:34:44
HFW1,Fall20,Canis latrans,2020-10-07,06:59:17
HFW1,Fall20,Procyon lotor,2020-10-07,06:59:17
HFW1,Fall20,Canis latrans,2020-10-07,07:01:54
HFW1,Fall20,Procyon lotor,2020-10-07,07:01:54
HFW1,Fall20,Canis latrans,2020-10-07,07:03:14
HFW1,Fall20,Procyon lotor,2020-10-07,07:03:14
HFW1,Fall20,Canis latrans,2020-10-07,07:25:27
HFW1,Fall20,Procyon lotor,2020-10-07,07:25:27
HFW1,Fall20,Procyon lotor,2020-10-07,07:33:20
HFW1,Fall20,Procyon lotor,2020-10-07,07:41:46
HFW1,Fall20,Didelphis virginiana,2020-10-08,03:33:18
HFW1,Fall20,Didelphis virginiana,2020-10-08,03:37:08
HFW1,Fall20,Didelphis virginiana,2020-10-08,03:57:53
HFW1,Fall20,Procyon lotor,2020-10-08,20:09:54
HFW1,Fall20,Didelphis virginiana,2020-10-08,23:43:47
HFW1,Fall20,Didelphis virginiana,2020-10-08,23:45:20
HFW1,Fall20,Procyon lotor,2020-10-09,03:49:38
HFW1,Fall20,Procyon lotor,2020-10-09,06:55:55
HFW1,Fall20,Procyon lotor,2020-10-10,21:16:55
HFW1,Fall20,Procyon lotor,2020-10-10,21:20:46
HFW1,Fall20,Didelphis virginiana,2020-10-12,21:20:53
HFW1,Fall20,Didelphis virginiana,2020-10-12,21:24:29
HFW1,Fall20,Didelphis virginiana,2020-10-12,21:27:42
HFW1,Fall20,Didelphis virginiana,2020-10-12,21:50:09
HFW1,Fall20,Procyon lotor,2020-10-02,01:38:27
HFW1,Fall20,Didelphis virginiana,2020-10-12,23:23:35
HFW1,Fall20,Didelphis virginiana,2020-10-12,23:27:55
HFW1,Fall20,Didelphis virginiana,2020-10-14,22:34:42
HFW1,Fall20,Didelphis virginiana,2020-10-14,23:00:36
HFW1,Fall20,Didelphis virginiana,2020-10-15,22:03:20
HFW1,Fall20,Didelphis virginiana,2020-10-16,04:54:27
HFW1,Fall20,Didelphis virginiana,2020-10-03,01:29:57
HFW1,Fall20,Didelphis virginiana,2020-10-20,23:13:23
HFW1,Fall20,Didelphis virginiana,2020-10-28,00:41:24
HFW1,Fall20,Didelphis virginiana,2020-10-28,00:47:07
HFW1,Fall20,Procyon lotor,2020-10-30,19:08:14
HFW1,Fall20,Didelphis virginiana,2020-10-30,22:42:00
HFW1,Fall20,Didelphis virginiana,2020-10-31,22:04:39
HFW1,Fall20,Procyon lotor,2020-10-05,19:38:24
HFW1,Fall20,Procyon lotor,2020-10-05,19:40:09
IRP1,Spring19,Canis latrans,2019-04-04,23:28:41
IRP1,Spring19,Canis latrans,2019-04-04,23:30:30
IRP1,Spring19,Canis latrans,2019-04-05,21:42:26
IRP1,Spring19,Canis latrans,2019-04-07,22:58:40
IRP1,Spring19,Canis latrans,2019-04-12,22:05:38
IRP1,Spring19,Canis latrans,2019-04-20,22:27:47
IRP1,Spring19,Canis latrans,2019-04-27,00:01:23
IRP1,Spring19,Canis latrans,2019-04-28,20:32:19
IRP1,Summer19,Canis latrans,2019-06-26,14:19:24
IRP1,Summer19,Canis latrans,2019-06-26,14:30:13
IRP1,Summer19,Canis latrans,2019-06-26,14:36:06
IRP1,Summer19,Canis latrans,2019-06-26,14:50:45
IRP1,Summer19,Canis latrans,2019-06-26,15:06:39
IRP1,Summer19,Canis latrans,2019-06-26,15:07:43
IRP1,Summer19,Canis latrans,2019-06-26,15:10:21
IRP1,Summer19,Canis latrans,2019-06-26,15:24:21
IRP1,Summer19,Canis latrans,2019-06-26,20:12:31
IRP1,Summer19,Canis latrans,2019-06-26,21:08:25
IRP1,Summer19,Canis latrans,2019-06-26,21:09:52
IRP1,Summer19,Canis latrans,2019-06-26,21:33:30
IRP1,Summer19,Canis latrans,2019-06-27,04:17:30
IRP1,Summer19,Canis latrans,2019-06-27,04:26:51
IRP1,Summer19,Canis latrans,2019-06-27,04:42:41
IRP1,Summer19,Canis latrans,2019-06-27,04:49:26
IRP1,Summer19,Canis latrans,2019-06-27,04:57:01
IRP1,Summer19,Canis latrans,2019-06-27,06:25:12
IRP1,Summer19,Canis latrans,2019-06-27,11:37:34
IRP1,Summer19,Canis latrans,2019-06-27,12:15:18
IRP1,Summer19,Canis latrans,2019-06-27,12:32:51
IRP1,Summer19,Canis latrans,2019-06-27,13:23:28
IRP1,Summer19,Canis latrans,2019-06-27,13:27:34
IRP1,Summer19,Canis latrans,2019-06-27,13:28:48
IRP1,Summer19,Canis latrans,2019-06-27,13:44:20
IRP1,Summer19,Canis latrans,2019-06-27,14:05:17
IRP1,Summer19,Canis latrans,2019-06-28,02:44:47
IRP1,Summer19,Canis latrans,2019-06-28,22:15:09
IRP1,Summer19,Canis latrans,2019-07-09,22:10:10
IRP1,Summer19,Canis latrans,2019-07-09,23:08:34
IRP1,Summer19,Canis latrans,2019-07-10,04:38:13
IRP1,Summer19,Canis latrans,2019-07-10,07:25:06
IRP1,Summer19,Canis latrans,2019-06-29,00:13:31
IRP1,Summer19,Canis latrans,2019-06-29,00:48:29
IRP1,Summer19,Canis latrans,2019-06-29,01:03:43
IRP1,Summer19,Procyon lotor,2019-07-13,13:49:26
IRP1,Summer19,Canis latrans,2019-07-15,00:54:57
IRP1,Summer19,Canis latrans,2019-07-15,05:34:53
IRP1,Summer19,Canis latrans,2019-07-15,05:45:16
IRP1,Summer19,Canis latrans,2019-07-15,06:09:18
IRP1,Summer19,Canis latrans,2019-07-15,07:30:45
IRP1,Summer19,Canis latrans,2019-07-15,08:10:59
IRP1,Summer19,Canis latrans,2019-07-15,09:23:36
IRP1,Summer19,Canis latrans,2019-07-15,09:34:54
IRP1,Summer19,Canis latrans,2019-07-15,17:26:46
IRP1,Summer19,Canis latrans,2019-07-15,17:42:39
IRP1,Summer19,Canis latrans,2019-07-15,23:46:15
IRP1,Summer19,Canis latrans,2019-07-16,00:05:51
IRP1,Summer19,Canis latrans,2019-07-16,07:01:32
IRP1,Summer19,Canis latrans,2019-07-16,07:34:38
IRP1,Summer19,Canis latrans,2019-07-16,08:25:03
IRP1,Summer19,Canis latrans,2019-07-16,08:50:50
IRP1,Summer19,Canis latrans,2019-07-16,10:38:26
IRP1,Summer19,Canis latrans,2019-07-16,12:57:04
IRP1,Summer19,Canis latrans,2019-07-16,13:09:22
IRP1,Summer19,Canis latrans,2019-07-16,15:28:32
IRP1,Summer19,Canis latrans,2019-07-16,16:09:03
IRP1,Summer19,Canis latrans,2019-07-16,17:44:27
IRP1,Summer19,Canis latrans,2019-07-16,17:52:23
IRP1,Summer19,Canis latrans,2019-07-17,01:51:22
IRP1,Summer19,Canis latrans,2019-07-17,05:40:16
IRP1,Summer19,Canis latrans,2019-07-17,05:54:30
IRP1,Summer19,Canis latrans,2019-07-17,06:37:46
IRP1,Summer19,Canis latrans,2019-07-17,06:49:28
IRP1,Summer19,Canis latrans,2019-07-17,06:55:25
IRP1,Summer19,Canis latrans,2019-07-17,09:20:32
IRP1,Summer19,Canis latrans,2019-07-17,13:39:21
IRP1,Summer19,Canis latrans,2019-07-17,20:13:17
IRP1,Summer19,Canis latrans,2019-07-17,21:07:57
IRP1,Summer19,Canis latrans,2019-06-28,04:10:35
IRP1,Summer19,Canis latrans,2019-07-18,05:57:42
IRP1,Summer19,Canis latrans,2019-07-18,06:24:56
IRP1,Summer19,Canis latrans,2019-07-18,06:58:33
IRP1,Summer19,Canis latrans,2019-07-18,10:04:21
IRP1,Summer19,Canis latrans,2019-07-18,13:14:21
IRP1,Summer19,Canis latrans,2019-06-30,02:46:52
IRP1,Summer19,Canis latrans,2019-07-19,02:38:36
IRP1,Summer19,Canis latrans,2019-07-19,02:45:11
IRP1,Summer19,Canis latrans,2019-07-19,06:13:17
IRP1,Summer19,Canis latrans,2019-07-19,13:54:57
IRP1,Summer19,Canis latrans,2019-07-19,13:56:58
IRP1,Summer19,Canis latrans,2019-07-19,14:58:02
IRP1,Summer19,Canis latrans,2019-06-30,04:55:46
IRP1,Summer19,Canis latrans,2019-07-19,20:46:11
IRP1,Summer19,Canis latrans,2019-07-19,21:20:19
IRP1,Summer19,Canis latrans,2019-07-19,21:52:55
IRP1,Summer19,Canis latrans,2019-07-19,22:01:32
IRP1,Summer19,Canis latrans,2019-07-20,06:04:24
IRP1,Summer19,Canis latrans,2019-07-20,07:16:46
IRP1,Summer19,Canis latrans,2019-07-20,09:32:57
IRP1,Summer19,Canis latrans,2019-07-20,09:56:21
IRP1,Summer19,Canis latrans,2019-07-20,10:05:34
IRP1,Summer19,Canis latrans,2019-06-30,05:10:15
IRP1,Summer19,Canis latrans,2019-07-20,14:01:05
IRP1,Summer19,Canis latrans,2019-07-20,14:11:28
IRP1,Summer19,Canis latrans,2019-07-20,14:14:23
IRP1,Summer19,Canis latrans,2019-07-20,15:35:01
IRP1,Summer19,Canis latrans,2019-07-20,15:50:53
